n,share_low_data_reliability,share_informal_payment,mean_informal_payment_share,mean_pbc_core,mean_pbc_environment,share_high_pbc_environment,mean_pbc_alt,mean_pbc_environment_alt
15812,0.02826966860612193,0.1778396154819125,1.2356438148241842,0.1030546420440172,0.10342160356388458,0.5083480900581836,0.13702853394555592,0.137096196372615
